Role,Age,Feature,Mean,CI25,CI975,Num_full_sentence,Num_of_sentence
Target_Child,13,Duplicate,0.0,0.0,0.0,2,390
Target_Child,13,Duplicate_annotation,0.0,0.0,0.0,2,390
Target_Child,13,Pre,0.0,0.0,0.0,2,390
Target_Child,13,Pre_annotation,0.0,0.0,0.0,2,390
Target_Child,13,Post,0.0,0.0,0.0,2,390
Target_Child,13,Post_annotation,0.0,0.0,0.0,2,390
Target_Child,13,Inter,0.0,0.0,0.0,2,390
Target_Child,13,Inter_annotation,0.0,0.0,0.0,2,390
Target_Child,23,Duplicate,0.060257,0.0,0.18,1631,13771
Target_Child,23,Duplicate_annotation,0.060257,0.0,0.18,1631,13771
Target_Child,23,Pre,0.491267,0.18,0.86,1631,13771
Target_Child,23,Pre_annotation,0.430372,0.12,0.8,1631,13771
Target_Child,23,Post,0.549462,0.25,0.92,1631,13771
Target_Child,23,Post_annotation,0.245893,0.06,0.49,1631,13771
Target_Child,23,Inter,6.682377,5.52,7.97,1631,13771
Target_Child,23,Inter_annotation,6.376024,5.21,7.6,1631,13771
Target_Child,32,Duplicate,1.284226,0.88,1.75,3198,18579
Target_Child,32,Duplicate_annotation,0.689458,0.41,1.0,3198,18579
Target_Child,32,Pre,3.161406,2.5,3.85,3198,18579
Target_Child,32,Pre_annotation,2.220137,1.69,2.75,3198,18579
Target_Child,32,Post,0.656926,0.38,0.97,3198,18579
Target_Child,32,Post_annotation,0.157288,0.03,0.31,3198,18579
Target_Child,32,Inter,12.566601,11.41,13.73,3198,18579
Target_Child,32,Inter_annotation,12.410208,11.26,13.57,3198,18579
Target_Child,57,Duplicate,1.981631,1.75,2.22,16356,76617
Target_Child,57,Duplicate_annotation,0.770886,0.64,0.91,16356,76617
Target_Child,57,Pre,3.656277,3.34,3.97,16356,76617
Target_Child,57,Pre_annotation,2.714429,2.46,2.97,16356,76617
Target_Child,57,Post,2.391558,2.15,2.64,16356,76617
Target_Child,57,Post_annotation,0.703016,0.58,0.84,16356,76617
Target_Child,57,Inter,13.71912,13.2,14.26,16356,76617
Target_Child,57,Inter_annotation,13.401076,12.89,13.94,16356,76617
Target_Child,42,Duplicate,1.14903,0.69,1.61,2169,8915
Target_Child,42,Duplicate_annotation,0.597423,0.28,0.97,2169,8915
Target_Child,42,Pre,3.452241,2.67,4.29,2169,8915
Target_Child,42,Pre_annotation,1.935539,1.34,2.54,2169,8915
Target_Child,42,Post,1.242892,0.78,1.75,2169,8915
Target_Child,42,Post_annotation,0.228184,0.05,0.46,2169,8915
Target_Child,42,Inter,12.776788,11.39,14.25,2169,8915
Target_Child,42,Inter_annotation,12.639709,11.25,14.11,2169,8915
Target_Child,51,Duplicate,1.675566,1.08,2.37,1853,8180
Target_Child,51,Duplicate_annotation,0.865422,0.43,1.35,1853,8180
Target_Child,51,Pre,4.583584,3.62,5.61,1853,8180
Target_Child,51,Pre_annotation,3.01994,2.21,3.89,1853,8180
Target_Child,51,Post,1.673744,1.03,2.37,1853,8180
Target_Child,51,Post_annotation,0.216693,0.05,0.43,1853,8180
Target_Child,51,Inter,16.030124,14.41,17.75,1853,8180
Target_Child,51,Inter_annotation,15.759539,14.14,17.49,1853,8180
Target_Child,8,Duplicate,0.0,0.0,0.0,1,746
Target_Child,8,Duplicate_annotation,0.0,0.0,0.0,1,746
Target_Child,8,Pre,0.0,0.0,0.0,1,746
Target_Child,8,Pre_annotation,0.0,0.0,0.0,1,746
Target_Child,8,Post,0.0,0.0,0.0,1,746
Target_Child,8,Post_annotation,0.0,0.0,0.0,1,746
Target_Child,8,Inter,0.0,0.0,0.0,1,746
Target_Child,8,Inter_annotation,0.0,0.0,0.0,1,746
Target_Child,34,Duplicate,1.26115,0.86,1.69,3492,17608
Target_Child,34,Duplicate_annotation,0.600815,0.34,0.89,3492,17608
Target_Child,34,Pre,3.549707,2.92,4.24,3492,17608
Target_Child,34,Pre_annotation,1.947373,1.49,2.43,3492,17608
Target_Child,34,Post,0.372569,0.17,0.57,3492,17608
Target_Child,34,Post_annotation,0.057844,0.0,0.14,3492,17608
Target_Child,34,Inter,16.4363,15.21,17.7,3492,17608
Target_Child,34,Inter_annotation,16.235607,15.03,17.47,3492,17608
Target_Child,30,Duplicate,0.652451,0.42,0.91,4306,28170
Target_Child,30,Duplicate_annotation,0.372636,0.21,0.56,4306,28170
Target_Child,30,Pre,2.581328,2.11,3.09,4306,28170
Target_Child,30,Pre_annotation,2.16229,1.74,2.6,4306,28170
Target_Child,30,Post,0.233411,0.09,0.39,4306,28170
Target_Child,30,Post_annotation,0.070664,0.0,0.16,4306,28170
Target_Child,30,Inter,10.540962,9.64,11.47,4306,28170
Target_Child,30,Inter_annotation,10.309476,9.43,11.24,4306,28170
Target_Child,28,Duplicate,0.897131,0.47,1.44,2785,20930
Target_Child,28,Duplicate_annotation,0.39328,0.18,0.68,2785,20930
Target_Child,28,Pre,2.694501,1.97,3.45,2785,20930
Target_Child,28,Pre_annotation,1.652105,1.18,2.15,2785,20930
Target_Child,28,Post,0.468213,0.25,0.75,2785,20930
Target_Child,28,Post_annotation,0.108337,0.0,0.25,2785,20930
Target_Child,28,Inter,8.005979,7.0,9.01,2785,20930
Target_Child,28,Inter_annotation,7.681929,6.71,8.65,2785,20930
Target_Child,24,Duplicate,0.372479,0.17,0.62,2421,23172
Target_Child,24,Duplicate_annotation,0.208497,0.04,0.41,2421,23172
Target_Child,24,Pre,1.157552,0.7,1.65,2421,23172
Target_Child,24,Pre_annotation,0.950241,0.58,1.36,2421,23172
Target_Child,24,Post,0.618854,0.33,0.95,2421,23172
Target_Child,24,Post_annotation,0.371415,0.17,0.62,2421,23172
Target_Child,24,Inter,5.658618000000001,4.75,6.61,2421,23172
Target_Child,24,Inter_annotation,5.330305,4.46,6.24,2421,23172
Target_Child,63,Duplicate,1.4008720000000001,0.62,2.33,644,3055
Target_Child,63,Duplicate_annotation,0.318057,0.0,0.78,644,3055
Target_Child,63,Pre,4.824868,3.11,6.68,644,3055
Target_Child,63,Pre_annotation,3.579671,2.17,5.12,644,3055
Target_Child,63,Post,1.864853,0.93,2.95,644,3055
Target_Child,63,Post_annotation,0.468664,0.0,1.09,644,3055
Target_Child,63,Inter,17.570639,14.6,20.5,644,3055
Target_Child,63,Inter_annotation,17.416261,14.44,20.34,644,3055
Target_Child,53,Duplicate,1.453246,0.8,2.18,1379,5811
Target_Child,53,Duplicate_annotation,0.724649,0.29,1.23,1379,5811
Target_Child,53,Pre,4.424368,3.34,5.51,1379,5811
Target_Child,53,Pre_annotation,3.486893,2.54,4.5,1379,5811
Target_Child,53,Post,1.889982,1.23,2.61,1379,5811
Target_Child,53,Post_annotation,0.579853,0.22,1.02,1379,5811
Target_Child,53,Inter,16.030993,14.14,18.06,1379,5811
Target_Child,53,Inter_annotation,15.957931,14.07,17.91,1379,5811
Target_Child,40,Duplicate,0.42704,0.21,0.67,2819,12283
Target_Child,40,Duplicate_annotation,0.17847,0.04,0.35,2819,12283
Target_Child,40,Pre,2.769353,2.16,3.41,2819,12283
Target_Child,40,Pre_annotation,1.596022,1.17,2.06,2819,12283
Target_Child,40,Post,0.815482,0.5,1.17,2819,12283
Target_Child,40,Post_annotation,0.212588,0.07,0.39,2819,12283
Target_Child,40,Inter,12.830826,11.64,14.08,2819,12283
Target_Child,40,Inter_annotation,12.546214,11.35,13.76,2819,12283
Target_Child,39,Duplicate,0.915542,0.58,1.31,3282,15928
Target_Child,39,Duplicate_annotation,0.490734,0.27,0.73,3282,15928
Target_Child,39,Pre,2.838086,2.25,3.47,3282,15928
Target_Child,39,Pre_annotation,2.04452,1.55,2.56,3282,15928
Target_Child,39,Post,0.550126,0.3,0.82,3282,15928
Target_Child,39,Post_annotation,0.030036,0.0,0.09,3282,15928
Target_Child,39,Inter,13.128999,11.97,14.32,3282,15928
Target_Child,39,Inter_annotation,12.945815,11.79,14.11,3282,15928
Target_Child,43,Duplicate,0.968402,0.48,1.59,2070,8638
Target_Child,43,Duplicate_annotation,0.435318,0.14,0.82,2070,8638
Target_Child,43,Pre,3.043333,2.32,3.82,2070,8638
Target_Child,43,Pre_annotation,1.885597,1.3,2.51,2070,8638
Target_Child,43,Post,0.965125,0.53,1.5,2070,8638
Target_Child,43,Post_annotation,0.144093,0.0,0.34,2070,8638
Target_Child,43,Inter,15.064209,13.53,16.62,2070,8638
Target_Child,43,Inter_annotation,14.824395,13.29,16.38,2070,8638
Target_Child,14,Duplicate,0.0,0.0,0.0,3,1337
Target_Child,14,Duplicate_annotation,0.0,0.0,0.0,3,1337
Target_Child,14,Pre,0.0,0.0,0.0,3,1337
Target_Child,14,Pre_annotation,0.0,0.0,0.0,3,1337
Target_Child,14,Post,0.0,0.0,0.0,3,1337
Target_Child,14,Post_annotation,0.0,0.0,0.0,3,1337
Target_Child,14,Inter,0.0,0.0,0.0,3,1337
Target_Child,14,Inter_annotation,0.0,0.0,0.0,3,1337
Target_Child,15,Duplicate,0.0,0.0,0.0,1,945
Target_Child,15,Duplicate_annotation,0.0,0.0,0.0,1,945
Target_Child,15,Pre,0.0,0.0,0.0,1,945
Target_Child,15,Pre_annotation,0.0,0.0,0.0,1,945
Target_Child,15,Post,0.0,0.0,0.0,1,945
Target_Child,15,Post_annotation,0.0,0.0,0.0,1,945
Target_Child,15,Inter,0.0,0.0,0.0,1,945
Target_Child,15,Inter_annotation,0.0,0.0,0.0,1,945
Target_Child,67,Duplicate,1.910279,1.05,2.87,1047,5248
Target_Child,67,Duplicate_annotation,0.669142,0.19,1.24,1047,5248
Target_Child,67,Pre,3.921195,2.67,5.25,1047,5248
Target_Child,67,Pre_annotation,3.349519,2.29,4.49,1047,5248
Target_Child,67,Post,1.435638,0.76,2.2,1047,5248
Target_Child,67,Post_annotation,0.28704,0.0,0.67,1047,5248
Target_Child,67,Inter,16.908564,14.71,19.29,1047,5248
Target_Child,67,Inter_annotation,16.813,14.61,19.2,1047,5248
Target_Child,41,Duplicate,0.632528,0.34,0.97,2376,9930
Target_Child,41,Duplicate_annotation,0.29434,0.08,0.55,2376,9930
Target_Child,41,Pre,2.268368,1.73,2.9,2376,9930
Target_Child,41,Pre_annotation,1.4706919999999999,1.01,1.98,2376,9930
Target_Child,41,Post,0.799386,0.46,1.18,2376,9930
Target_Child,41,Post_annotation,0.251949,0.08,0.46,2376,9930
Target_Child,41,Inter,13.337554,11.95,14.73,2376,9930
Target_Child,41,Inter_annotation,13.085742,11.74,14.48,2376,9930
Target_Child,50,Duplicate,1.121058,0.69,1.6,1878,8241
Target_Child,50,Duplicate_annotation,0.586467,0.27,0.96,1878,8241
Target_Child,50,Pre,2.768857,2.02,3.57,1878,8241
Target_Child,50,Pre_annotation,2.29059,1.6,2.98,1878,8241
Target_Child,50,Post,1.490765,0.96,2.08,1878,8241
Target_Child,50,Post_annotation,0.426503,0.16,0.75,1878,8241
Target_Child,50,Inter,13.258015,11.77,14.8,1878,8241
Target_Child,50,Inter_annotation,13.204522,11.71,14.75,1878,8241
Target_Child,58,Duplicate,1.362976,0.75,2.05,1462,6253
Target_Child,58,Duplicate_annotation,0.412675,0.14,0.75,1462,6253
Target_Child,58,Pre,3.28027,2.33,4.24,1462,6253
Target_Child,58,Pre_annotation,1.853064,1.23,2.53,1462,6253
Target_Child,58,Post,1.568203,0.96,2.26,1462,6253
Target_Child,58,Post_annotation,0.477619,0.14,0.89,1462,6253
Target_Child,58,Inter,16.689875,14.84,18.67,1462,6253
Target_Child,58,Inter_annotation,16.277014,14.43,18.19,1462,6253
Target_Child,9,Duplicate,0.0,0.0,0.0,4,787
Target_Child,9,Duplicate_annotation,0.0,0.0,0.0,4,787
Target_Child,9,Pre,0.0,0.0,0.0,4,787
Target_Child,9,Pre_annotation,0.0,0.0,0.0,4,787
Target_Child,9,Post,0.0,0.0,0.0,4,787
Target_Child,9,Post_annotation,0.0,0.0,0.0,4,787
Target_Child,9,Inter,0.0,0.0,0.0,4,787
Target_Child,9,Inter_annotation,0.0,0.0,0.0,4,787
Target_Child,22,Duplicate,0.68624,0.17,1.29,1164,12603
Target_Child,22,Duplicate_annotation,0.514245,0.17,0.95,1164,12603
Target_Child,22,Pre,1.545296,0.86,2.32,1164,12603
Target_Child,22,Pre_annotation,1.288187,0.69,1.98,1164,12603
Target_Child,22,Post,0.087162,0.0,0.26,1164,12603
Target_Child,22,Post_annotation,0.087162,0.0,0.26,1164,12603
Target_Child,22,Inter,6.870539,5.41,8.33,1164,12603
Target_Child,22,Inter_annotation,6.181526,4.81,7.56,1164,12603
Target_Child,10,Duplicate,0.0,0.0,0.0,12,409
Target_Child,10,Duplicate_annotation,0.0,0.0,0.0,12,409
Target_Child,10,Pre,8.250167000000001,0.0,25.0,12,409
Target_Child,10,Pre_annotation,0.0,0.0,0.0,12,409
Target_Child,10,Post,0.0,0.0,0.0,12,409
Target_Child,10,Post_annotation,0.0,0.0,0.0,12,409
Target_Child,10,Inter,0.0,0.0,0.0,12,409
Target_Child,10,Inter_annotation,0.0,0.0,0.0,12,409
Target_Child,31,Duplicate,1.413388,1.0,1.9,3110,17259
Target_Child,31,Duplicate_annotation,0.835874,0.51,1.19,3110,17259
Target_Child,31,Pre,4.082354,3.34,4.89,3110,17259
Target_Child,31,Pre_annotation,3.021276,2.41,3.67,3110,17259
Target_Child,31,Post,0.739067,0.42,1.09,3110,17259
Target_Child,31,Post_annotation,0.192227,0.06,0.35,3110,17259
Target_Child,31,Inter,13.044483,11.9,14.24,3110,17259
Target_Child,31,Inter_annotation,12.917443,11.77,14.12,3110,17259
Target_Child,27,Duplicate,0.478764,0.2,0.8,2515,18164
Target_Child,27,Duplicate_annotation,0.280008,0.08,0.52,2515,18164
Target_Child,27,Pre,1.430235,0.95,1.95,2515,18164
Target_Child,27,Pre_annotation,1.111367,0.72,1.55,2515,18164
Target_Child,27,Post,0.559389,0.28,0.87,2515,18164
Target_Child,27,Post_annotation,0.358665,0.16,0.6,2515,18164
Target_Child,27,Inter,8.343227,7.24,9.42,2515,18164
Target_Child,27,Inter_annotation,8.146198,7.08,9.22,2515,18164
Target_Child,45,Duplicate,1.183283,0.78,1.64,2444,11109
Target_Child,45,Duplicate_annotation,0.448558,0.2,0.74,2444,11109
Target_Child,45,Pre,2.128425,1.55,2.74,2444,11109
Target_Child,45,Pre_annotation,1.430611,0.98,1.92,2444,11109
Target_Child,45,Post,1.468377,0.98,2.0,2444,11109
Target_Child,45,Post_annotation,0.44890399999999997,0.2,0.74,2444,11109
Target_Child,45,Inter,14.934581,13.54,16.37,2444,11109
Target_Child,45,Inter_annotation,14.934581,13.54,16.37,2444,11109
Target_Child,36,Duplicate,1.188135,0.82,1.61,3781,18648
Target_Child,36,Duplicate_annotation,0.633762,0.4,0.9,3781,18648
Target_Child,36,Pre,3.702474,3.04,4.42,3781,18648
Target_Child,36,Pre_annotation,2.672243,2.14,3.23,3781,18648
Target_Child,36,Post,0.396415,0.19,0.63,3781,18648
Target_Child,36,Post_annotation,0.053506,0.0,0.13,3781,18648
Target_Child,36,Inter,10.579386,9.6,11.58,3781,18648
Target_Child,36,Inter_annotation,10.421385,9.44,11.4,3781,18648
Target_Child,37,Duplicate,1.501028,1.06,2.0,3401,14903
Target_Child,37,Duplicate_annotation,0.795464,0.5,1.12,3401,14903
Target_Child,37,Pre,4.149139,3.38,4.97,3401,14903
Target_Child,37,Pre_annotation,2.796208,2.23,3.38,3401,14903
Target_Child,37,Post,0.765262,0.47,1.09,3401,14903
Target_Child,37,Post_annotation,0.149138,0.03,0.29,3401,14903
Target_Child,37,Inter,10.877746,9.85,11.94,3401,14903
Target_Child,37,Inter_annotation,10.818382,9.79,11.88,3401,14903
Target_Child,20,Duplicate,0.0,0.0,0.0,483,8928
Target_Child,20,Duplicate_annotation,0.0,0.0,0.0,483,8928
Target_Child,20,Pre,0.20704899999999998,0.0,0.62,483,8928
Target_Child,20,Pre_annotation,0.0,0.0,0.0,483,8928
Target_Child,20,Post,0.0,0.0,0.0,483,8928
Target_Child,20,Post_annotation,0.0,0.0,0.0,483,8928
Target_Child,20,Inter,2.476477,1.24,3.93,483,8928
Target_Child,20,Inter_annotation,2.476477,1.24,3.93,483,8928
Target_Child,38,Duplicate,1.321016,0.93,1.79,3023,13071
Target_Child,38,Duplicate_annotation,0.659016,0.36,0.99,3023,13071
Target_Child,38,Pre,3.833011,3.11,4.6,3023,13071
Target_Child,38,Pre_annotation,2.541699,1.95,3.14,3023,13071
Target_Child,38,Post,0.39659300000000003,0.2,0.63,3023,13071
Target_Child,38,Post_annotation,0.03298,0.0,0.1,3023,13071
Target_Child,38,Inter,10.024247,8.96,11.11,3023,13071
Target_Child,38,Inter_annotation,9.759704,8.73,10.85,3023,13071
Target_Child,72,Duplicate,1.083459,0.48,1.81,828,3469
Target_Child,72,Duplicate_annotation,0.600948,0.12,1.21,828,3469
Target_Child,72,Pre,2.178187,1.21,3.26,828,3469
Target_Child,72,Pre_annotation,1.694493,0.85,2.66,828,3469
Target_Child,72,Post,1.207481,0.48,2.05,828,3469
Target_Child,72,Post_annotation,0.0,0.0,0.0,828,3469
Target_Child,72,Inter,11.717304,9.54,13.89,828,3469
Target_Child,72,Inter_annotation,11.717304,9.54,13.89,828,3469
Target_Child,21,Duplicate,0.592668,0.12,1.18,847,12384
Target_Child,21,Duplicate_annotation,0.35457299999999997,0.0,0.83,847,12384
Target_Child,21,Pre,0.7025049999999999,0.24,1.3,847,12384
Target_Child,21,Pre_annotation,0.352943,0.0,0.83,847,12384
Target_Child,21,Post,1.894239,1.06,2.83,847,12384
Target_Child,21,Post_annotation,1.182508,0.47,2.01,847,12384
Target_Child,21,Inter,3.072085,1.89,4.37,847,12384
Target_Child,21,Inter_annotation,2.718246,1.65,3.9,847,12384
Target_Child,16,Duplicate,0.0,0.0,0.0,48,2165
Target_Child,16,Duplicate_annotation,0.0,0.0,0.0,48,2165
Target_Child,16,Pre,0.0,0.0,0.0,48,2165
Target_Child,16,Pre_annotation,0.0,0.0,0.0,48,2165
Target_Child,16,Post,0.0,0.0,0.0,48,2165
Target_Child,16,Post_annotation,0.0,0.0,0.0,48,2165
Target_Child,16,Inter,2.098509,0.0,6.25,48,2165
Target_Child,16,Inter_annotation,2.098509,0.0,6.25,48,2165
Target_Child,12,Duplicate,0.0,0.0,0.0,1,814
Target_Child,12,Duplicate_annotation,0.0,0.0,0.0,1,814
Target_Child,12,Pre,0.0,0.0,0.0,1,814
Target_Child,12,Pre_annotation,0.0,0.0,0.0,1,814
Target_Child,12,Post,0.0,0.0,0.0,1,814
Target_Child,12,Post_annotation,0.0,0.0,0.0,1,814
Target_Child,12,Inter,0.0,0.0,0.0,1,814
Target_Child,12,Inter_annotation,0.0,0.0,0.0,1,814
Target_Child,33,Duplicate,1.524142,0.99,2.11,3225,15567
Target_Child,33,Duplicate_annotation,0.901414,0.56,1.27,3225,15567
Target_Child,33,Pre,3.257925,2.6,3.97,3225,15567
Target_Child,33,Pre_annotation,2.60454,2.05,3.19,3225,15567
Target_Child,33,Post,0.652975,0.34,1.02,3225,15567
Target_Child,33,Post_annotation,0.122832,0.03,0.25,3225,15567
Target_Child,33,Inter,14.333523,13.12,15.57,3225,15567
Target_Child,33,Inter_annotation,14.240402,13.05,15.47,3225,15567
Target_Child,54,Duplicate,2.092307,1.41,2.82,1770,8108
Target_Child,54,Duplicate_annotation,1.073593,0.62,1.58,1770,8108
Target_Child,54,Pre,3.049806,2.2,3.95,1770,8108
Target_Child,54,Pre_annotation,2.429197,1.69,3.22,1770,8108
Target_Child,54,Post,1.861441,1.24,2.54,1770,8108
Target_Child,54,Post_annotation,0.560072,0.23,0.96,1770,8108
Target_Child,54,Inter,15.032873,13.39,16.72,1770,8108
Target_Child,54,Inter_annotation,14.863964,13.28,16.55,1770,8108
Target_Child,18,Duplicate,0.0,0.0,0.0,179,7972
Target_Child,18,Duplicate_annotation,0.0,0.0,0.0,179,7972
Target_Child,18,Pre,0.0,0.0,0.0,179,7972
Target_Child,18,Pre_annotation,0.0,0.0,0.0,179,7972
Target_Child,18,Post,0.0,0.0,0.0,179,7972
Target_Child,18,Post_annotation,0.0,0.0,0.0,179,7972
Target_Child,18,Inter,2.80144,0.56,5.59,179,7972
Target_Child,18,Inter_annotation,2.80144,0.56,5.59,179,7972
Target_Child,52,Duplicate,2.36251,1.57,3.22,1399,6747
Target_Child,52,Duplicate_annotation,1.433985,0.79,2.14,1399,6747
Target_Child,52,Pre,4.941994,3.79,6.22,1399,6747
Target_Child,52,Pre_annotation,4.012665,3.0,5.15,1399,6747
Target_Child,52,Post,1.64438,1.0,2.36,1399,6747
Target_Child,52,Post_annotation,0.28642,0.0,0.64,1399,6747
Target_Child,52,Inter,14.945638,13.08,16.87,1399,6747
Target_Child,52,Inter_annotation,14.514127,12.65,16.37,1399,6747
Target_Child,19,Duplicate,0.422946,0.0,1.29,233,5997
Target_Child,19,Duplicate_annotation,0.0,0.0,0.0,233,5997
Target_Child,19,Pre,2.124387,0.43,4.72,233,5997
Target_Child,19,Pre_annotation,1.28076,0.0,3.0,233,5997
Target_Child,19,Post,0.0,0.0,0.0,233,5997
Target_Child,19,Post_annotation,0.0,0.0,0.0,233,5997
Target_Child,19,Inter,1.288218,0.0,3.0,233,5997
Target_Child,19,Inter_annotation,1.288218,0.0,3.0,233,5997
Target_Child,17,Duplicate,0.0,0.0,0.0,62,3823
Target_Child,17,Duplicate_annotation,0.0,0.0,0.0,62,3823
Target_Child,17,Pre,0.0,0.0,0.0,62,3823
Target_Child,17,Pre_annotation,0.0,0.0,0.0,62,3823
Target_Child,17,Post,0.0,0.0,0.0,62,3823
Target_Child,17,Post_annotation,0.0,0.0,0.0,62,3823
Target_Child,17,Inter,1.5973760000000001,0.0,4.84,62,3823
Target_Child,17,Inter_annotation,1.5973760000000001,0.0,4.84,62,3823
Target_Child,48,Duplicate,1.220432,0.8,1.68,2859,12774
Target_Child,48,Duplicate_annotation,0.487188,0.24,0.77,2859,12774
Target_Child,48,Pre,2.871866,2.24,3.57,2859,12774
Target_Child,48,Pre_annotation,1.925084,1.43,2.45,2859,12774
Target_Child,48,Post,1.220986,0.84,1.68,2859,12774
Target_Child,48,Post_annotation,0.17189000000000002,0.03,0.35,2859,12774
Target_Child,48,Inter,13.740317,12.49,15.01,2859,12774
Target_Child,48,Inter_annotation,13.599688,12.35,14.87,2859,12774
Target_Child,49,Duplicate,1.23377,0.68,1.91,1625,6914
Target_Child,49,Duplicate_annotation,0.36915,0.12,0.68,1625,6914
Target_Child,49,Pre,3.014526,2.09,4.06,1625,6914
Target_Child,49,Pre_annotation,1.782236,1.17,2.52,1625,6914
Target_Child,49,Post,0.984699,0.55,1.48,1625,6914
Target_Child,49,Post_annotation,0.184586,0.0,0.43,1625,6914
Target_Child,49,Inter,12.980203,11.38,14.65,1625,6914
Target_Child,49,Inter_annotation,12.796468,11.2,14.46,1625,6914
Target_Child,56,Duplicate,1.785563,0.94,2.73,954,4488
Target_Child,56,Duplicate_annotation,0.523478,0.1,1.05,954,4488
Target_Child,56,Pre,4.612003,3.25,6.18,954,4488
Target_Child,56,Pre_annotation,2.520021,1.57,3.56,954,4488
Target_Child,56,Post,1.577553,0.84,2.41,954,4488
Target_Child,56,Post_annotation,0.313882,0.0,0.73,954,4488
Target_Child,56,Inter,15.40682,13.1,17.71,954,4488
Target_Child,56,Inter_annotation,15.196615,13.0,17.51,954,4488
Target_Child,66,Duplicate,0.938226,0.35,1.64,853,3804
Target_Child,66,Duplicate_annotation,0.704571,0.23,1.29,853,3804
Target_Child,66,Pre,3.165764,2.11,4.34,853,3804
Target_Child,66,Pre_annotation,2.342715,1.41,3.4,853,3804
Target_Child,66,Post,1.166391,0.47,1.99,853,3804
Target_Child,66,Post_annotation,0.232291,0.0,0.59,853,3804
Target_Child,66,Inter,13.008393,10.79,15.24,853,3804
Target_Child,66,Inter_annotation,12.888529,10.67,15.12,853,3804
Target_Child,59,Duplicate,1.244128,0.69,1.94,1447,6646
Target_Child,59,Duplicate_annotation,0.41474,0.14,0.76,1447,6646
Target_Child,59,Pre,4.4160449999999996,3.39,5.6,1447,6646
Target_Child,59,Pre_annotation,3.101134,2.28,4.01,1447,6646
Target_Child,59,Post,1.242618,0.62,1.94,1447,6646
Target_Child,59,Post_annotation,0.3455,0.07,0.69,1447,6646
Target_Child,59,Inter,16.656289,14.79,18.59,1447,6646
Target_Child,59,Inter_annotation,16.516482,14.65,18.45,1447,6646
Target_Child,68,Duplicate,0.912374,0.4,1.52,989,4008
Target_Child,68,Duplicate_annotation,0.606187,0.2,1.11,989,4008
Target_Child,68,Pre,2.633781,1.72,3.64,989,4008
Target_Child,68,Pre_annotation,2.229013,1.31,3.24,989,4008
Target_Child,68,Post,0.713964,0.2,1.31,989,4008
Target_Child,68,Post_annotation,0.0,0.0,0.0,989,4008
Target_Child,68,Inter,9.928403,8.09,11.83,989,4008
Target_Child,68,Inter_annotation,9.928403,8.09,11.83,989,4008
Target_Child,35,Duplicate,1.692294,1.2,2.22,2837,13711
Target_Child,35,Duplicate_annotation,0.914537,0.56,1.27,2837,13711
Target_Child,35,Pre,4.647269,3.84,5.46,2837,13711
Target_Child,35,Pre_annotation,2.989034,2.36,3.67,2837,13711
Target_Child,35,Post,0.667979,0.35,1.02,2837,13711
Target_Child,35,Post_annotation,0.107116,0.0,0.25,2837,13711
Target_Child,35,Inter,13.785324,12.51,15.05,2837,13711
Target_Child,35,Inter_annotation,13.467094,12.2,14.7,2837,13711
Target_Child,69,Duplicate,0.898086,0.4,1.5,997,4485
Target_Child,69,Duplicate_annotation,0.699681,0.2,1.3,997,4485
Target_Child,69,Pre,3.408271,2.31,4.61,997,4485
Target_Child,69,Pre_annotation,2.91077,1.91,4.01,997,4485
Target_Child,69,Post,0.697643,0.2,1.2,997,4485
Target_Child,69,Post_annotation,0.0,0.0,0.0,997,4485
Target_Child,69,Inter,11.233436,9.33,13.24,997,4485
Target_Child,69,Inter_annotation,11.233436,9.33,13.24,997,4485
Target_Child,47,Duplicate,2.047737,1.43,2.71,1958,8193
Target_Child,47,Duplicate_annotation,0.821533,0.46,1.23,1958,8193
Target_Child,47,Pre,3.786617,2.91,4.7,1958,8193
Target_Child,47,Pre_annotation,2.305983,1.63,3.01,1958,8193
Target_Child,47,Post,1.532873,0.97,2.09,1958,8193
Target_Child,47,Post_annotation,0.256512,0.05,0.51,1958,8193
Target_Child,47,Inter,15.673665,14.1,17.31,1958,8193
Target_Child,47,Inter_annotation,15.418436,13.84,17.06,1958,8193
Target_Child,44,Duplicate,1.257624,0.84,1.68,2626,10725
Target_Child,44,Duplicate_annotation,0.381764,0.15,0.65,2626,10725
Target_Child,44,Pre,3.200618,2.55,3.88,2626,10725
Target_Child,44,Pre_annotation,2.208207,1.68,2.82,2626,10725
Target_Child,44,Post,1.333343,0.88,1.83,2626,10725
Target_Child,44,Post_annotation,0.228459,0.08,0.42,2626,10725
Target_Child,44,Inter,16.711483,15.35,18.13,2626,10725
Target_Child,44,Inter_annotation,16.711483,15.35,18.13,2626,10725
Target_Child,64,Duplicate,1.545238,0.64,2.56,780,3349
Target_Child,64,Duplicate_annotation,0.774422,0.26,1.41,780,3349
Target_Child,64,Pre,4.87623,3.21,6.67,780,3349
Target_Child,64,Pre_annotation,2.955749,1.79,4.23,780,3349
Target_Child,64,Post,1.66734,0.9,2.56,780,3349
Target_Child,64,Post_annotation,1.024437,0.38,1.79,780,3349
Target_Child,64,Inter,12.175234,9.87,14.49,780,3349
Target_Child,64,Inter_annotation,12.04631,9.74,14.36,780,3349
Target_Child,55,Duplicate,1.638033,1.01,2.33,1585,6836
Target_Child,55,Duplicate_annotation,0.630549,0.25,1.07,1585,6836
Target_Child,55,Pre,3.027959,2.21,3.91,1585,6836
