Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
perception	existence	table	not	_	_	_	_	Mother	that 's the table not the chair	24
perception	existence	chocolate	no	_	_	_	_	Mother	no chocolate	24
perception	existence	car	not	_	_	_	_	Mother	that 's yellow flower not a yellow car	24
perception	existence	that	no	_	_	_	_	Mother	no that 's a piece of paper	24
perception	possession	can	not	_	_	_	_	Mother	no you ca n't have chocolate Thomas	24
perception	existence	you	not	_	_	_	_	Mother	you 're using your left hand to drink with are n't you	24
perception	existence	scooter	no	_	_	_	_	Target_Child	no scooter	24
perception	existence	bus	no	_	_	_	_	Target_Child	no blue bus	24
perception	existence	yellow	no	_	_	_	_	Target_Child	no yellow	24
perception	possession	can	not	_	_	_	_	Mother	no you ca n't have chocolate Thomas	24
perception	existence	Monday	not	_	_	_	_	Mother	not Monday no	36
perception	existence	dinner	no	_	_	_	_	Mother	no after dinner	36
perception	existence	one	no	_	_	_	_	Mother	no this one	36
perception	existence	stop	no	_	_	_	_	Mother	no it 'll stop	36
perception	existence	rum	no	_	_	_	_	Target_Child	no not rum	26
perception	existence	rum	not	_	_	_	_	Target_Child	no not rum	26
perception	possession	do	not	_	_	_	_	Mother	well because we do n't have play food at home yet she likes to play with the food	18
perception	existence	problem	no	_	_	_	_	Mother	oh no problem	18
perception	possession	can	not	_	_	_	_	Mother	oh you ca n't have yours yours is down at the beach	29
perception	possession	do	not	_	_	_	_	Mother	anything you do n't have huh	29
perception	possession	do	not	_	_	_	_	Mother	we do n't have one of those	29
perception	possession	do	not	_	_	_	_	Mother	Parent does n't have a special blanket yet	29
perception	possession	have	not	_	_	_	_	Mother	I do n't know why I guess I just have n't had one for her	29
perception	possession	have	not	_	_	_	_	Mother	but I just have n't had the time	29
perception	possession	should	not	_	_	_	_	Mother	I should n't have said that	29
perception	existence	you	no	_	_	_	_	Mother	oh no you did n't	29
perception	possession	do	not	_	_	_	_	Mother	we do n't have anything that squeaks and of all things that fascinates them	29
perception	possession	do	not	_	_	_	_	Mother	they do n't have any squeak toys	29
perception	possession	do	not	_	_	_	_	Mother	we do n't have very many places for kids just to ride ponies and things	29
perception	existence	Parent	not	_	_	_	_	Mother	tell Parent not to touch	29
perception	existence	toy	no	_	_	_	_	Mother	we wo n't buy you no more toys	35
perception	existence	toy	no	_	_	_	_	Mother	we wo n't buy you no more toys	35
perception	existence	saw	no	_	_	_	_	Mother	no a saw	35
perception	existence	frog	no	_	_	_	_	Target_Child	yeah other pocket got no frog	29
perception	existence	we	no	_	_	_	_	Target_Child	no no we	29
perception	existence	we	no	_	_	_	_	Target_Child	no no we	29
perception	existence	street	not	_	_	_	_	Target_Child	an now it in in a sidewalk an not the street	29
perception	existence	something	no	_	_	_	_	Target_Child	no something kinda paint	29
perception	existence	paint	no	_	_	_	_	Target_Child	no paint	29
perception	existence	me	no	_	_	_	_	Target_Child	no me livin in there	29
perception	existence	someone	no	_	_	_	_	Target_Child	no because is no someone in the house	29
perception	existence	somebody	no	_	_	_	_	Target_Child	is no somebody	29
perception	existence	he	not	_	_	_	_	Target_Child	uhoh he 's not talking because an an because he 's not the green he not an e the a the green is is not wed now	29
perception	existence	that	no	_	_	_	_	Target_Child	no that	29
perception	existence	word	no	_	_	_	_	Target_Child	a because it 's no words in it	29
perception	existence	whisker	no	_	_	_	_	Mother	anyway I think he 'd look really funny with no whiskers I think that they 're	29
perception	existence	person	no	_	_	_	_	Target_Child	no nother people	29
perception	existence	none	no	_	_	_	_	Mother	no none at all	34
perception	possession	do	not	_	_	_	_	Mother	she usually does n't have it	34
perception	existence	what	no	_	_	_	_	Mother	no what	34
perception	existence	you	no	_	_	_	_	Father	you do n't like that you hate it when we tell you no do n't you	34
perception	existence	child	no	_	_	_	_	Target_Child	no parents' children	46
perception	existence	more	no	_	_	_	_	Target_Child	there 's no more	46
perception	existence	more	no	_	_	_	_	Target_Child	no more	21
perception	existence	more	no	_	_	_	_	Mother	there 's no more	21
perception	existence	bottle	no	_	_	_	_	Mother	no bottle Patrick	21
perception	existence	bottle	no	_	_	_	_	Mother	no bottle Patrick	21
perception	existence	money	no	_	_	_	_	Mother	no money	21
perception	existence	money	no	_	_	_	_	Mother	there 's no money in here	21
perception	existence	hope	no	_	_	_	_	Mother	no hope for that	29
perception	existence	you	not	_	_	_	_	Mother	are you not talking to me	36
perception	existence	it	not	_	_	_	_	Mother	was it not you	36
perception	existence	I	not	_	_	_	_	Target_Child	I not silly	36
perception	existence	I	not	_	_	_	_	Target_Child	but I not coughing now are my	36
perception	existence	I	not	_	_	_	_	Target_Child	I not coughing	36
perception	existence	there	not	_	_	_	_	Mother	not up there	36
perception	existence	person	not	_	_	_	_	Target_Child	but not people	36
perception	existence	you	not	_	_	_	_	Mother	are you not going Jwww	36
perception	existence	I	not	_	_	_	_	Target_Child	I not a pest	36
perception	existence	that	no	_	_	_	_	Target_Child	oh no that 's	36
perception	existence	ball	not	_	_	_	_	Target_Child	not ball	36
perception	existence	block	not	_	_	_	_	Target_Child	not the little blocks	36
perception	existence	green	not	_	_	_	_	Target_Child	not big green	36
perception	existence	crayon	not	_	_	_	_	Target_Child	I want that new crayon not that one	36
perception	existence	picture	no	_	_	_	_	Mother	there 's no pictures on them yet	36
perception	existence	picture	no	_	_	_	_	Target_Child	no pictures on yet	36
perception	existence	headache	not	_	_	_	_	Mother	well it gives me a headache not a tummyache	36
perception	existence	tummyache	not	_	_	_	_	Target_Child	not a tummyache	36
perception	existence	tummyache	not	_	_	_	_	Mother	not a tummyache	36
perception	existence	cupboard	not	_	_	_	_	Mother	not your toy cupboard	36
perception	existence	one	no	_	_	_	_	Mother	yeah the giraffes will look after it and then we will lock it so no one will get in	36
perception	existence	it	not	_	_	_	_	Mother	your nose is always running is n't it	36
perception	existence	you	not	_	_	_	_	Mother	have you not got any friends	36
perception	existence	he	not	_	_	_	_	Mother	is he not being very nice	36
perception	existence	pizza	no	_	_	_	_	Target_Child	no pizza squares	56
perception	existence	bubble	no	_	_	_	_	Target_Child	no the bubbles were n't as bad in Hungary	56
perception	existence	Brian	no	_	_	_	_	Target_Child	Brian plays with no Brian plays with Brian	56
perception	possession	do	not	_	_	_	_	Target_Child	do n't have them anymore	56
perception	possession	do	not	_	_	_	_	Father	you do n't have puzzles	56
perception	existence	sir	no	_	_	_	_	Mother	no sir	44
perception	existence	boyfriend	no	_	_	_	_	Target_Child	no my boyfriend	44
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have a table	44
perception	existence	Brittany	no	_	_	_	_	Mother	no Brittany I think that 's the pot	44
perception	possession	do	not	_	_	_	_	Target_Child	I I do n't have a watch	44
perception	possession	do	not	_	_	_	_	Target_Child	my boyfriend do n't have no money	44
perception	existence	more	no	_	_	_	_	Mother	no more	20
perception	existence	Sean	not	_	_	_	_	Mother	not Sean	20
perception	possession	do	not	_	_	_	_	Target_Child	because I do n't have nobody but you	45
perception	existence	home	not	_	_	_	_	Target_Child	I ai n't home	45
perception	existence	darling	no	_	_	_	_	Target_Child	no darling not never I want	64
perception	existence	darling	not	_	_	_	_	Target_Child	no darling not never I want	64
perception	possession	do	not	_	_	_	_	Target_Child	we do n't have scarfs here	64
perception	existence	man	not	_	_	_	_	Target_Child	dustbin men not coming yet	37
perception	possession	will	not	_	_	_	_	Mother	I would n't have thought the vibration would have made it do that but	37
perception	existence	you	not	_	_	_	_	Mother	I kept telling you not to mess about at the table	37
perception	existence	you	not	_	_	_	_	Mother	you ad been messing about and I kept telling you not too	37
perception	existence	you	not	_	_	_	_	Mother	you not talking to me	37
perception	possession	have	not	_	_	_	_	Mother	we 've not had marmalade for quite a long time have we	37
perception	existence	you	not	_	_	_	_	Mother	I think that 's what you were singing were n't you	37
perception	possession	must	not	_	_	_	_	Mother	and it must not have been very fresh	37
perception	existence	it	not	_	_	_	_	Mother	when I say old van I do n't mean a tatty van but it was an old fashioned van was n't it	37
perception	possession	could	not	_	_	_	_	Mother	it 's a good job that Pippin was n't feeling very well because Pippin could n't have gone on the aeroplane to Spain could he	37
perception	existence	where	not	_	_	_	_	Mother	not where they 're making food	37
perception	existence	girl	not	_	_	_	_	Target_Child	not a girl it 's man	37
perception	existence	it	not	_	_	_	_	Mother	oh it 's opened is n't it	37
perception	existence	you	not	_	_	_	_	Mother	you not hungry	37
perception	existence	room	no	_	_	_	_	Mother	no room for a sweet then is there	37
perception	existence	room	not	_	_	_	_	Mother	not room in your tummy	37
perception	possession	have	not	_	_	_	_	Mother	because we have n't had any Easter egg for a while	37
perception	possession	do	not	_	_	_	_	Mother	you do n't have sweets	37
perception	possession	be	not	_	_	_	_	Mother	and what 's more you 're not having them	37
perception	existence	bit	no	_	_	_	_	Mother	and we 've got to wrap it all up so there are no sharp bits	37
perception	existence	you	not	_	_	_	_	Mother	do you not mean coke	37
perception	existence	I	no	_	_	_	_	Target_Child	no I	37
perception	possession	should	not	_	_	_	_	Mother	he should not have gone off on his own should he	37
perception	possession	will	not	_	_	_	_	Mother	Grandma and Granddad would n't haf ta come	37
perception	existence	can	no	_	_	_	_	Mother	on the welsh dresser and no one can actually see the lid 's broken	37
perception	possession	be	not	_	_	_	_	Mother	you 're not having a sweetie	37
perception	existence	tea	not	_	_	_	_	Mother	when Mummy was a little girl Grandma use ta use tea leaves not tea bags	37
perception	existence	tea	no	_	_	_	_	Mother	but no tea strainer	37
perception	existence	that	no	_	_	_	_	Mother	oh no that 's Percy	26
perception	existence	that	no	_	_	_	_	Mother	no that 's a chicken	26
perception	existence	it	not	_	_	_	_	Mother	it 's broken is n't it	26
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta get it	26
perception	existence	it	not	_	_	_	_	Mother	oh that 's stuck in is n't it	26
perception	existence	seat	not	_	_	_	_	Target_Child	not my seat	26
perception	existence	toe	no	_	_	_	_	Target_Child	no toes	26
perception	existence	circle	no	_	_	_	_	Target_Child	no circle	26
perception	possession	do	not	_	_	_	_	Target_Child	oh no you know these do n't have holes in them	37
perception	existence	car	no	_	_	_	_	Target_Child	and there were no cars coming	37
perception	existence	car	no	_	_	_	_	Target_Child	yeah cept there were no cars	37
perception	existence	alligator	no	_	_	_	_	Target_Child	I do n't want no alligator to bite my toes	37
perception	existence	I	no	_	_	_	_	Target_Child	no I would like a thing like this	37
perception	existence	I	no	_	_	_	_	Target_Child	no I	37
perception	existence	finger	no	_	_	_	_	Target_Child	no your fingers are too big for two fingers	37
perception	existence	how	no	_	_	_	_	Target_Child	no no how bout Lyle	37
perception	possession	do	not	_	_	_	_	Mother	I do n't have any of that	50
perception	possession	will	not	_	_	_	_	Mother	then we would n't have a place to keep our food	50
perception	possession	do	not	_	_	_	_	Target_Child	cause it does n't have them	70
perception	possession	do	not	_	_	_	_	Target_Child	no it does n't have the same long stuff	70
perception	possession	do	not	_	_	_	_	Mother	you do n't have one	70
perception	possession	do	not	_	_	_	_	Mother	did you tell her you did n't have a sleeping bag	70
perception	existence	box	not	_	_	_	_	Mother	not the big box	70
perception	existence	me	not	_	_	_	_	Target_Child	not me	44
perception	possession	do	not	_	_	_	_	Target_Child	I think lily did n't have I think lily had the coughs and the sneezes and a cold so maybe I feel better	44
perception	existence	way	no	_	_	_	_	Target_Child	no way	44
perception	possession	do	not	_	_	_	_	Target_Child	we do n't have to invite her she 's she 's having a sleepover at at at at her at her friend's Tinkerbell's house	44
perception	existence	one	no	_	_	_	_	Mother	I 'm gon na move this yogurt so no one gets yogurt on them	44
perception	existence	party	no	_	_	_	_	Target_Child	how bout we have a a no eating party and a no putting on party	44
perception	existence	ride	no	_	_	_	_	Target_Child	no lots_of sled rides	59
perception	existence	smash	no	_	_	_	_	Target_Child	no smash up derby	59
perception	possession	do	not	_	_	_	_	Mother	no it does n't it does n't have any pee or poop	26
perception	existence	I	no	_	_	_	_	Mother	no I	26
perception	possession	do	not	_	_	_	_	Mother	I do n't have my glasses on so I ca n't see it too well	26
perception	existence	page	no	_	_	_	_	Target_Child	no two page	26
perception	existence	toilet	no	_	_	_	_	Target_Child	no no no on the toilet	26
perception	existence	toilet	no	_	_	_	_	Target_Child	no seeing the diaper on the toilet	26
perception	possession	do	not	_	_	_	_	Mother	that 's okay you know what it 's alright it does n't haf ta go exactly where the outline is	26
perception	possession	do	not	_	_	_	_	Mother	it 's just not important that it be right exactly there you do n't haf ta worry about it	26
perception	existence	it	not	_	_	_	_	Mother	bit runny is n't it	36
perception	existence	you	not	_	_	_	_	Mother	did you not do it	36
perception	existence	turn	not	_	_	_	_	Target_Child	not my turn	36
perception	existence	turn	not	_	_	_	_	Mother	not your turn	36
perception	existence	you	not	_	_	_	_	Target_Child	not you	36
perception	existence	I	not	_	_	_	_	Target_Child	I not going to fall	36
perception	existence	I	not	_	_	_	_	Target_Child	I not going to fall	36
perception	existence	you	not	_	_	_	_	Target_Child	not you	36
perception	existence	those	no	_	_	_	_	Mother	no those are flies	36
perception	existence	it	not	_	_	_	_	Mother	it 's called a bid loader is n't it	36
perception	existence	it	not	_	_	_	_	Mother	now I think that 's it is n't it	36
perception	existence	it	not	_	_	_	_	Mother	I think that 's the bit that goes there is n't it	36
perception	existence	it	not	_	_	_	_	Mother	is it not working	36
perception	possession	do	not	_	_	_	_	Target_Child	I did n't have smartie this time	32
perception	possession	do	not	_	_	_	_	Mother	and this time Grandpa did n't have any	32
perception	possession	do	not	_	_	_	_	Mother	what did it have in the bathroom that we do n't have here	32
perception	possession	can	not	_	_	_	_	Target_Child	I ca n't haf ta read it	32
perception	existence	fire	not	_	_	_	_	Target_Child	not more fire now	32
perception	possession	do	not	_	_	_	_	Mother	he did n't have much of a snooze did he	32
perception	possession	you	not	_	_	_	_	Target_Child	you not having one yet	32
perception	possession	do	not	_	_	_	_	Target_Child	when you are six years old and they get loose they help them grow and when you are little they do n't haf ta grow because they 're all tied in ah	57
perception	existence	Denver	not	_	_	_	_	Father	not Denver	57
perception	existence	Brian	no	_	_	_	_	Target_Child	no Brian and me and Joey and Mark	57
perception	existence	we	not	_	_	_	_	Target_Child	they did n't know that we had some some tricky ideas in that we not in their plans	57
perception	existence	me	no	_	_	_	_	Target_Child	no just me and Joey	57
perception	existence	one	no	_	_	_	_	Father	in other words no one did cutting cutting today	57
perception	possession	do	not	_	_	_	_	Father	that 's why we do n't haf ta bother you	57
perception	existence	fourfives	no	_	_	_	_	Target_Child	no the fourfives and they were better	57
perception	existence	us	not	_	_	_	_	Target_Child	I wish the littler one could stay up longer and not us because that would make things fare they do n't make things fare when you 're at kindergarten	57
perception	existence	all	not	_	_	_	_	Target_Child	not all of them	57
perception	existence	Jwww	no	_	_	_	_	Target_Child	no my Jwww	26
perception	existence	Mummy	no	_	_	_	_	Target_Child	no my Mummy	26
perception	existence	I	no	_	_	_	_	Mother	no neither do I	26
perception	existence	more	no	_	_	_	_	Mother	and there 's no more under there	26
perception	existence	Tigger	no	_	_	_	_	Target_Child	no my Tigger	26
perception	existence	Tigger	no	_	_	_	_	Target_Child	no my Tigger	26
perception	existence	box	no	_	_	_	_	Target_Child	no in the box	26
perception	existence	that	no	_	_	_	_	Mother	no that 's a kitten	26
perception	existence	he	not	_	_	_	_	Mother	but he 's stuck is n't he	26
perception	existence	mess	no	_	_	_	_	Mother	no Fraser made a mess	26
perception	existence	mess	no	_	_	_	_	Mother	no Fraser made a mess	26
perception	existence	feather	not	_	_	_	_	Target_Child	not feathers Mummy	26
perception	existence	feather	no	_	_	_	_	Target_Child	no feathers	26
perception	existence	he	not	_	_	_	_	Mother	oh he 's sitting on the wall there is n't he	26
perception	existence	car	no	_	_	_	_	Target_Child	no white car	26
perception	existence	lamb	not	_	_	_	_	Target_Child	not the lamb	26
perception	existence	black	no	_	_	_	_	Target_Child	no black car	26
perception	existence	world	no	_	_	_	_	Target_Child	no the world	36
perception	existence	soil	no	_	_	_	_	Mother	but there 's no soil in them at the moment	36
perception	possession	should	not	_	_	_	_	Mother	this should n't have soil in it because this is for the water	36
perception	existence	bush	no	_	_	_	_	Target_Child	there 's no bushes in this garden	36
perception	existence	bush	no	_	_	_	_	Target_Child	no bushes	36
perception	existence	bush	no	_	_	_	_	Mother	no bushes	36
perception	existence	bush	no	_	_	_	_	Target_Child	or or no no sad bushes	36
perception	existence	bush	no	_	_	_	_	Target_Child	or or no no sad bushes	36
perception	existence	bush	no	_	_	_	_	Mother	no talking bushes and no sad bushes	36
perception	existence	bush	no	_	_	_	_	Mother	no talking bushes and no sad bushes	36
perception	existence	bush	no	_	_	_	_	Target_Child	no bushes here	36
perception	possession	do	not	_	_	_	_	Mother	no we do n't have talking bushes do we	36
perception	existence	bush	no	_	_	_	_	Mother	no or sad bushes	36
perception	existence	train	not	_	_	_	_	Target_Child	not a train or a bus	36
perception	possession	do	not	_	_	_	_	Target_Child	but we do n't haf ta get car we just haf ta walk	36
perception	existence	out	not	_	_	_	_	Mother	the sun's out though is n't it so	36
perception	existence	step	not	_	_	_	_	Target_Child	but not the little steps	36
perception	existence	yellow	not	_	_	_	_	Mother	that one's yellow is n't it cause this is the yellow series	36
perception	existence	school	not	_	_	_	_	Mother	especially not school books because they 're not ours	36
perception	existence	stop	no	_	_	_	_	Mother	no stop doing that Fraser	36
perception	existence	Kwww	no	_	_	_	_	Mother	no Kwww	36
perception	existence	Playstation	not	_	_	_	_	Target_Child	not this Playstation here	36
perception	existence	Playstation	no	_	_	_	_	Mother	no not the Playstation downstairs	36
perception	possession	do	not	_	_	_	_	Target_Child	you do n't haf ta come in my bedroom	36
perception	existence	he	not	_	_	_	_	Mother	is he not in there	36
perception	existence	Piglet	not	_	_	_	_	Mother	is Piglet not a number	36
perception	existence	blanket	no	_	_	_	_	Target_Child	no blankets	24
perception	existence	blanket	no	_	_	_	_	Father	no blankets for a rabbit	24
perception	possession	do	not	_	_	_	_	Target_Child	and I do n't have regular pockets	24
perception	possession	do	not	_	_	_	_	Mother	cause if you do n't have some it 's going to be a very long time till lunchtime is n't it	53
perception	existence	point	no	_	_	_	_	Mother	when they measured your feet they said you were almost ready for a new pair so there 's no point us not getting the slightly bigger size	53
perception	existence	us	not	_	_	_	_	Mother	when they measured your feet they said you were almost ready for a new pair so there 's no point us not getting the slightly bigger size	53
perception	existence	it	not	_	_	_	_	Mother	it was crying was n't it	53
perception	possession	have	not	_	_	_	_	Mother	I 've not had cornflakes for a few days they 're quite nice are n't they	53
perception	possession	have	not	_	_	_	_	Mother	and when you have n't had them for a while and you suddenly find yourself eating a bowl you think mm these are jolly nice	53
perception	existence	it	not	_	_	_	_	Mother	you 've had most of it was quite a big bowl was n't it	53
perception	existence	trouser	not	_	_	_	_	Target_Child	not all my trousers	53
perception	existence	sticky	not	_	_	_	_	Target_Child	not sticky	53
perception	existence	vitamin	no	_	_	_	_	Mother	well there 's no vitamin tablet for poor Thomas this morning is there	53
perception	possession	do	not	_	_	_	_	Mother	well you do n't haf ta tell me absolutely everything	53
perception	possession	do	not	_	_	_	_	Target_Child	did n't have it	53
perception	possession	do	not	_	_	_	_	Mother	what do you mean you did n't have it	53
perception	possession	do	not	_	_	_	_	Target_Child	I did n't have anything	53
perception	existence	you	not	_	_	_	_	Mother	did you not like it Thomas	53
perception	existence	you	not	_	_	_	_	Mother	did you not like it	53
perception	existence	you	not	_	_	_	_	Mother	were you not hungry at school	53
perception	possession	you	not	_	_	_	_	Mother	did you not have a snack	53
perception	possession	do	not	_	_	_	_	Mother	well you do n't haf ta use your voice to give your Mummy a kiss	53
perception	possession	do	not	_	_	_	_	Mother	and Mummy does n't haf ta use her voice to give you a kiss	53
perception	existence	you	not	_	_	_	_	Mother	are you not talking now	53
perception	existence	you	not	_	_	_	_	Mother	are you not talking	53
perception	existence	lawn	not	_	_	_	_	Mother	lawn mowing the grass she 's mowing the grass with the lawn mower is n't she	53
perception	existence	notice	no	_	_	_	_	Mother	he took no notice of his Mummy did he	53
perception	existence	drawing	not	_	_	_	_	Mother	drawing or he 's painting on the floor is n't he	53
perception	existence	morning	no	_	_	_	_	Mother	but he said there was no snack this morning or this afternoon	53
perception	possession	be	not	_	_	_	_	Target_Child	I told you he was not having carrot	53
perception	possession	have	not	_	_	_	_	Target_Child	Jack do not have egg	23
perception	possession	do	not	_	_	_	_	Mother	no Peanuts does n't have a purse	23
perception	possession	can	not	_	_	_	_	Target_Child	no you ca n't have any more	33
perception	possession	can	not	_	_	_	_	Target_Child	you ca n't have any more	33
perception	existence	more	no	_	_	_	_	Target_Child	see there 's no more	33
perception	existence	more	no	_	_	_	_	Father	no more	33
perception	existence	she	no	_	_	_	_	Target_Child	no a she	33
perception	existence	you	not	_	_	_	_	Target_Child	who 's ya not me at the party	33
perception	existence	party	no	_	_	_	_	Target_Child	no a nimare party	33
perception	existence	more	no	_	_	_	_	Target_Child	no more	33
perception	existence	hand	no	_	_	_	_	Target_Child	no one han	33
perception	existence	Nana	no	_	_	_	_	Target_Child	no Nana	33
perception	possession	do	not	_	_	_	_	Father	I know but I do n't have them right now	33
perception	existence	step	no	_	_	_	_	Target_Child	no I 'm not going to make no more steps	65
perception	existence	step	no	_	_	_	_	Target_Child	no I 'm not going to make no more steps	65
perception	existence	step	no	_	_	_	_	Target_Child	I 'm not gon na make no more steps	65
perception	existence	step	no	_	_	_	_	Target_Child	I 'm not gon na make no more steps	65
perception	existence	apple	no	_	_	_	_	Mother	no apple	20
perception	existence	more	no	_	_	_	_	Mother	there is no more	20
perception	existence	those	no	_	_	_	_	Mother	no those are eggs	20
perception	possession	can	not	_	_	_	_	Mother	you ca n't have this one	20
perception	existence	room	no	_	_	_	_	Mother	there 's no room sweetie	29
perception	existence	red	no	_	_	_	_	Target_Child	no red	29
perception	existence	Child	no	_	_	_	_	Mother	oh no Child	29
perception	existence	there	not	_	_	_	_	Target_Child	not in there	47
perception	existence	sound	not	_	_	_	_	Father	but not the sound	18
perception	existence	pen	no	_	_	_	_	Mother	why are there no pens in this house I 'll haf ta use a pencil	16
perception	existence	mouth	no	_	_	_	_	Mother	no no mouth it 's not food	16
perception	possession	do	not	_	_	_	_	Mother	it does n't have a cap on it like a marker I 'll show you a marker look	16
perception	possession	do	not	_	_	_	_	Mother	a crayon does n't have a cap neither does a pencil see	16
perception	existence	cap	no	_	_	_	_	Mother	no cap	16
perception	existence	Vee	no	_	_	_	_	Mother	no no just color on the paper like this Vee	16
perception	possession	do	not	_	_	_	_	Mother	does n't have school next week you know	16
perception	existence	parent	no	_	_	_	_	Mother	well no so he can still go to school and not miss a week of school by going to my parents	16
perception	possession	do	not	_	_	_	_	Mother	I mean I gave him all the stuff we had we do n't have anything else	16
perception	existence	Violet	not	_	_	_	_	Mother	that 's my life huh Violet not too exciting	16
perception	possession	do	not	_	_	_	_	Mother	Tuesday they do n't have dental	16
perception	existence	it	not	_	_	_	_	Mother	its not it 's corn	21
perception	existence	there	no	_	_	_	_	Mother	no not under there	21
perception	existence	there	no	_	_	_	_	Mother	no not underneath there	21
perception	existence	Justin	no	_	_	_	_	Mother	no not Justin	27
perception	existence	Justin	not	_	_	_	_	Mother	no not Justin	27
perception	possession	do	not	_	_	_	_	Mother	we do n't have	27
perception	possession	do	not	_	_	_	_	Mother	because we did n't have it then	31
perception	possession	do	not	_	_	_	_	Mother	we did n't have it then	31
perception	existence	him	not	_	_	_	_	Mother	not him	31
perception	existence	scar	not	_	_	_	_	Mother	not a scar	31
perception	existence	fish	no	_	_	_	_	Target_Child	no fish	31
perception	existence	fish	no	_	_	_	_	Target_Child	no fish	31
perception	existence	fish	no	_	_	_	_	Mother	then I let it no fish	31
perception	existence	fish	no	_	_	_	_	Target_Child	no say no fish	31
perception	existence	trap	no	_	_	_	_	Target_Child	say no trap my fish	31
perception	existence	bogey	not	_	_	_	_	Target_Child	not bogey team	31
perception	possession	can	not	_	_	_	_	Target_Child	Andy ca n't have anything	31
perception	existence	that	no	_	_	_	_	Target_Child	no like that	31
perception	existence	tissue	not	_	_	_	_	Mother	not that sort of tissue	31
perception	existence	you	not	_	_	_	_	Target_Child	you not going home	31
perception	existence	many	not	_	_	_	_	Target_Child	not many at top	31
perception	possession	have	not	_	_	_	_	Mother	he has n't has he	31
perception	existence	Noddy	not	_	_	_	_	Mother	not Noddy	31
perception	existence	pee	no	_	_	_	_	Target_Child	no pee will come	33
perception	possession	do	not	_	_	_	_	Mother	he does n't have stingers	69
perception	existence	tree	no	_	_	_	_	Mother	there are no trees said the owl	69
perception	existence	bear	no	_	_	_	_	Mother	no the big bear	69
perception	existence	eye	no	_	_	_	_	Mother	no not in the eye	18
perception	existence	mouth	not	_	_	_	_	Mother	not in your mouth	18
perception	existence	you	not	_	_	_	_	Mother	not you	18
perception	existence	you	not	_	_	_	_	Mother	not you silly	18
perception	existence	you	not	_	_	_	_	Mother	not you	18
perception	existence	feed	no	_	_	_	_	Mother	no feed the baby	18
perception	existence	problem	no	_	_	_	_	Mother	no problem	18
perception	existence	daytime	not	_	_	_	_	Mother	say it 's daytime not nighttime	18
perception	possession	do	not	_	_	_	_	Mother	but your daddy did n't have any huh	46
perception	possession	do	not	_	_	_	_	Mother	no Wence did n't have any either	46
perception	possession	can	not	_	_	_	_	Target_Child	I want a turtle but I ca n't have one	46
perception	existence	top	no	_	_	_	_	Target_Child	no top in mouth Tisha no	27
perception	possession	can	not	_	_	_	_	Mother	she ca n't have the book	27
perception	existence	Grover	no	_	_	_	_	Target_Child	no Grover	27
perception	existence	matter	no	_	_	_	_	Mother	the mic picks up no matter where	50
perception	possession	do	not	_	_	_	_	Mother	you do n't have any shoes on right now	14
perception	possession	can	not	_	_	_	_	Mother	you ca n't have any of it	14
perception	existence	Mags	no	_	_	_	_	Mother	no Mags	14
perception	existence	match	no	_	_	_	_	Mother	no not not the matches	14
perception	existence	match	not	_	_	_	_	Mother	not the matches baby girl	14
perception	existence	way	no	_	_	_	_	Mother	no way no no no no no no	14
perception	existence	you	not	_	_	_	_	Mother	are you not eating this	34
perception	possession	have	not	_	_	_	_	Target_Child	I have n't had milk in a glass	34
perception	existence	Barbie	no	_	_	_	_	Mother	no Barbie	34
perception	existence	Barbie	no	_	_	_	_	Mother	no Barbie	34
perception	possession	will	not	_	_	_	_	Mother	you wo n't have round eyes then	34
perception	possession	be	not	_	_	_	_	Mother	but you 're not having milk now darling	34
perception	possession	be	not	_	_	_	_	Mother	you 're not having any milk darling	34
perception	existence	being	not	_	_	_	_	Mother	Hannah's being a good girl is n't she	34
perception	existence	bottle	no	_	_	_	_	Mother	there 's no bottles here	34
perception	existence	big	no	_	_	_	_	Mother	no biggie	33
perception	existence	sign	no	_	_	_	_	Mother	at lunch time there was still no sign of Toot	33
perception	possession	be	not	_	_	_	_	Mother	we 're not having cookies now Honey	33
perception	existence	boo	no	_	_	_	_	Mother	no boo_boo for the ladybug	33
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have a cough anymore	33
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have a cough	33
perception	existence	part	no	_	_	_	_	Mother	no that part does n't open	33
perception	existence	one	no	_	_	_	_	Mother	well that is a good thing cause if they caught the rainbow no one would be able to see the rainbow and would n't we all be sad	33
perception	existence	noise	no	_	_	_	_	Target_Child	no more lots_of noise	31
perception	possession	be	not	_	_	_	_	Father	I 'm not having tea that 's milk	31
perception	existence	cookie	no	_	_	_	_	Father	no more cookies until you finish with your ice cream	31
perception	existence	cookie	no	_	_	_	_	Father	no more cookies until you finish with your ice cream	31
perception	existence	more	no	_	_	_	_	Target_Child	uhhuh no more	31
perception	existence	pancake	no	_	_	_	_	Father	no more pancakes	31
perception	existence	pancake	no	_	_	_	_	Father	no more pancakes	31
perception	existence	I	no	_	_	_	_	Target_Child	no I did n't	31
perception	possession	do	not	_	_	_	_	Father	okay you do n't haf ta eat it	31
