Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
perception	existence	noise	no	_	_	_	_	Target_Child	I do n't like no noise	45
perception	possession	do	not	_	_	_	_	Mother	do n't have an accident now	45
perception	existence	Paul	no	_	_	_	_	Mother	no no Paul	45
perception	existence	Paul	no	_	_	_	_	Mother	no no Paul	45
perception	possession	do	not	_	_	_	_	Mother	because it does n't have a motor	45
perception	existence	home	no	_	_	_	_	Mother	no in Robin's home	45
perception	possession	do	not	_	_	_	_	Mother	it does n't have any wings	45
perception	existence	I	not	_	_	_	_	Target_Child	Mommy I not going to run over the airplane	45
perception	existence	they	not	_	_	_	_	Target_Child	cause they not right	45
perception	existence	I	not	_	_	_	_	Target_Child	I not shooting anything	45
perception	existence	that	no	_	_	_	_	Target_Child	no that 's the cowboy shirts	45
perception	possession	can	not	_	_	_	_	Target_Child	she ca n't have mine now	34
perception	existence	you	not	_	_	_	_	Target_Child	you not going to have icecream	32
perception	existence	they	not	_	_	_	_	Father	these are pretend ice pops are n't they	32
perception	possession	be	not	_	_	_	_	Target_Child	dog 's not having ice pop	32
perception	possession	can	not	_	_	_	_	Father	I ca n't have any yet because I 'm	32
perception	existence	worm	no	_	_	_	_	Target_Child	no worm pieces	56
perception	existence	drink	no	_	_	_	_	Mother	no drink your milk	56
perception	existence	money	no	_	_	_	_	Mother	so you left me with no money at all I gave you six and I have two left	56
perception	existence	money	no	_	_	_	_	Mother	yeah no there 's no money in the bank hon it 's negative ninety dollars	56
perception	existence	way	no	_	_	_	_	Mother	well you just ca n't go to the meeting there 's gon na be no way	56
perception	existence	he	no	_	_	_	_	Target_Child	no he does n't	52
perception	existence	sand	no	_	_	_	_	Target_Child	no dinosaurs sand	52
perception	existence	September	no	_	_	_	_	Target_Child	no September	52
perception	existence	girl	not	_	_	_	_	Mother	you tell that Cathy girl not to be telling any more people about it	52
perception	existence	pattern	no	_	_	_	_	Mother	thought no patterns d go with that carpet	52
perception	existence	navy	not	_	_	_	_	Mother	not even navy	52
perception	existence	salt	no	_	_	_	_	Mother	no salt	52
perception	possession	have	not	_	_	_	_	Mother	I have n't had it now	52
perception	existence	more	no	_	_	_	_	Mother	I 'm not coaxing you no more	52
perception	existence	form	not	_	_	_	_	Mother	he 's still not forming sentences Cathy	52
perception	possession	have	not	_	_	_	_	Mother	and I notice in a couple of pairs of trousers that he has n't had on this couple of weeks turned up three times they 're right down long	52
perception	existence	family	no	_	_	_	_	Mother	an only child no family her mother and father are obviously dead	52
perception	existence	thing	not	_	_	_	_	Mother	not a thing wrong with her	52
perception	existence	pain	not	_	_	_	_	Mother	I says to Maggie I have been getting pains not pains like numbness in that arm like pins and needles in my fingers	52
perception	existence	situps	not	_	_	_	_	Mother	now not situps Cathy	52
perception	existence	I	no	_	_	_	_	Mother	oh no and I	52
perception	existence	that	not	_	_	_	_	Mother	not that he wants a big brother or sister	52
perception	possession	can	not	_	_	_	_	Mother	knows he ca n't have it	52
perception	possession	be	not	_	_	_	_	Target_Child	they 're not having any	52
perception	existence	he	no	_	_	_	_	Target_Child	no no he	52
perception	existence	he	no	_	_	_	_	Target_Child	no no he	52
perception	existence	that	no	_	_	_	_	Target_Child	no that one's a Terradaon	52
perception	existence	top	not	_	_	_	_	Target_Child	not the top yet	52
perception	existence	he	not	_	_	_	_	Target_Child	and why 's he not happy	52
perception	existence	girl	no	_	_	_	_	Target_Child	no girl	52
perception	existence	it	no	_	_	_	_	Target_Child	no it does n't	52
perception	possession	do	not	_	_	_	_	Target_Child	this Robocop does n't have any gun	52
perception	existence	she	no	_	_	_	_	Target_Child	no she did n't	52
perception	existence	you	not	_	_	_	_	Target_Child	why were you not castle	52
perception	existence	boy	not	_	_	_	_	Target_Child	oh Adam's a bad boy is n't he	52
perception	existence	kid	no	_	_	_	_	Mother	no you kids always get those backwards	29
perception	existence	bag	no	_	_	_	_	Mother	next time they 'll tell you to bring quiet toys and no plastic bags	29
perception	existence	juice	no	_	_	_	_	Mother	no apple juice	29
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have socks	29
perception	existence	book	no	_	_	_	_	Mother	no book	18
perception	existence	book	no	_	_	_	_	Mother	no book	18
perception	existence	book	no	_	_	_	_	Mother	no book	18
perception	existence	nothing	no	_	_	_	_	Mother	no nothin in there for you right now	18
perception	existence	compute	no	_	_	_	_	Mother	no computers	18
perception	existence	fun	no	_	_	_	_	Mother	I know life is no fun when you do n't get to play with the electronics	18
perception	existence	compute	no	_	_	_	_	Mother	no computers	18
perception	existence	compute	no	_	_	_	_	Mother	no computer	18
perception	existence	peanutbutter	not	_	_	_	_	Mother	not the peanutbutter at home huh	18
perception	existence	electronics	no	_	_	_	_	Mother	no electronics	18
perception	existence	more	no	_	_	_	_	Mother	we have to stop looking at them last time okay no more	19
perception	existence	bus	no	_	_	_	_	Mother	bus no more broken down	19
perception	existence	mouth	not	_	_	_	_	Mother	not in your mouth	19
perception	existence	string	no	_	_	_	_	Mother	you put it in your mouth no more string	19
perception	existence	string	no	_	_	_	_	Mother	you put it in your mouth no more string	19
perception	existence	scissors	no	_	_	_	_	Mother	scissors no you ca n't play with scissors those are not toys	19
perception	existence	clown	no	_	_	_	_	Mother	no no clown	19
perception	existence	clown	no	_	_	_	_	Mother	no no clown	19
perception	existence	clown	no	_	_	_	_	Mother	you funny bunny oh no clown on that one	19
perception	existence	clown	no	_	_	_	_	Mother	no clown	19
perception	possession	do	not	_	_	_	_	Mother	I do n't have a clown do you	19
perception	existence	clown	no	_	_	_	_	Target_Child	no clown on that	19
perception	existence	clown	no	_	_	_	_	Mother	no clown on the orange one	19
perception	existence	clown	no	_	_	_	_	Target_Child	penguin there 's no clown on that	19
perception	existence	clown	no	_	_	_	_	Target_Child	see no clown	19
perception	existence	clown	no	_	_	_	_	Mother	no clown	19
perception	existence	dog	no	_	_	_	_	Target_Child	no dog on that	19
perception	existence	dog	no	_	_	_	_	Mother	right no dog on that	19
perception	existence	dog	no	_	_	_	_	Target_Child	oh no dog on that	19
perception	existence	hole	no	_	_	_	_	Mother	there 's no hole there 's no door there 's the door that 's right there goes the dog	19
perception	existence	door	no	_	_	_	_	Mother	there 's no hole there 's no door there 's the door that 's right there goes the dog	19
perception	existence	more	no	_	_	_	_	Mother	no more	19
perception	existence	mouth	not	_	_	_	_	Mother	not in your mouth	19
perception	existence	mouth	not	_	_	_	_	Mother	not in your mouth	19
perception	possession	do	not	_	_	_	_	Target_Child	Sleepy Bear does n't have a seatbelt	28
perception	possession	do	not	_	_	_	_	Mother	he does n't have a seatbelt on	28
perception	possession	do	not	_	_	_	_	Target_Child	koala does n't have a seatbelt on	28
perception	existence	juice	no	_	_	_	_	Mother	no you do n't drink grape juice with a spoon	19
perception	possession	do	not	_	_	_	_	Mother	I do n't have another one	19
perception	possession	do	not	_	_	_	_	Mother	Rangy does n't have a coat	19
perception	possession	can	not	_	_	_	_	Mother	but you ca n't have it that way	19
perception	existence	stove	not	_	_	_	_	Mother	not the stove	19
perception	existence	furniture	not	_	_	_	_	Mother	not the furniture	19
perception	existence	refrigerator	not	_	_	_	_	Mother	not the refrigerator either	19
perception	existence	shelf	not	_	_	_	_	Mother	not the shelf	19
perception	existence	whisker	no	_	_	_	_	Mother	no whiskers	27
perception	possession	be	not	_	_	_	_	Mother	it 's not has it	27
perception	existence	whisker	no	_	_	_	_	Target_Child	no whiskers	27
perception	existence	whisker	no	_	_	_	_	Target_Child	no whiskers	27
perception	existence	whisker	no	_	_	_	_	Mother	no whiskers	27
perception	existence	whisker	no	_	_	_	_	Target_Child	no whiskers	27
perception	possession	do	not	_	_	_	_	Target_Child	do n't have	27
perception	existence	Becky	no	_	_	_	_	Mother	no Becky	27
perception	existence	one	not	_	_	_	_	Target_Child	not a baby one	27
perception	existence	coal	no	_	_	_	_	Mother	no I 'll buy coal	38
perception	existence	friend	no	_	_	_	_	Mother	no Laura's her friend	38
perception	existence	one	not	_	_	_	_	Mother	she 's getting the Silvercross one now not the big big big one	38
perception	existence	more	no	_	_	_	_	Mother	no no more	38
perception	existence	toy	no	_	_	_	_	Mother	I told you no more toys down Barbara	38
perception	existence	toy	no	_	_	_	_	Mother	I told you no more toys down Barbara	38
perception	existence	more	no	_	_	_	_	Mother	the dress barely just about fitted her and no more	38
perception	possession	do	not	_	_	_	_	Mother	cause I do not have the money this year so	38
perception	possession	do	not	_	_	_	_	Mother	and I do not have the temperament or the energy to fight with her	38
perception	existence	I	no	_	_	_	_	Target_Child	no I	38
perception	existence	clue	no	_	_	_	_	Mother	no I have n't a clue	38
perception	possession	can	not	_	_	_	_	Mother	because she ca n't have everything	38
perception	possession	will	not	_	_	_	_	Mother	you would n't have worried	38
perception	existence	I	no	_	_	_	_	Target_Child	no I did n't	38
perception	possession	do	not	_	_	_	_	Mother	och Cathy you do n't haf ta Cathy	38
perception	existence	problem	no	_	_	_	_	Mother	there 's no problem	38
perception	existence	blood	no	_	_	_	_	Target_Child	you know what when there 's no blood on my arm then I take the bandaid off	33
perception	possession	do	not	_	_	_	_	Target_Child	but d do n't have no legs	54
perception	possession	do	not	_	_	_	_	Target_Child	d do n't have no legs	54
perception	existence	hole	not	_	_	_	_	Target_Child	I mean not holes in it	54
perception	existence	that	no	_	_	_	_	Target_Child	no not that not that but that	54
perception	existence	that	not	_	_	_	_	Target_Child	no not that not that but that	54
perception	existence	p	no	_	_	_	_	Mother	no p	54
perception	possession	do	not	_	_	_	_	Target_Child	but I do n't have a red pencil	54
perception	existence	rush	no	_	_	_	_	Mother	no the rush starts	54
perception	existence	car	no	_	_	_	_	Target_Child	no a car that moves like Uncle_Buster's	54
perception	existence	John	no	_	_	_	_	Mother	no John	26
perception	existence	box	not	_	_	_	_	Target_Child	not the box	26
perception	existence	John	no	_	_	_	_	Mother	no John	26
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta	26
perception	existence	basket	no	_	_	_	_	Mother	no the basket	26
perception	existence	John	no	_	_	_	_	Mother	no John	26
perception	existence	John	no	_	_	_	_	Mother	no John	26
perception	existence	lie	no	_	_	_	_	Target_Child	no lie down	46
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have any	46
perception	existence	Thursday	no	_	_	_	_	Mother	no not last Thursday	46
perception	existence	I	not	_	_	_	_	Target_Child	I not gon na take no more out	46
perception	existence	more	no	_	_	_	_	Target_Child	I not gon na take no more out	46
perception	existence	this	no	_	_	_	_	Target_Child	no this is	46
perception	possession	will	not	_	_	_	_	Mother	you wo n't have any more crayons	46
perception	existence	I	not	_	_	_	_	Target_Child	I not all gooey	46
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have a thing left	46
perception	existence	child	no	_	_	_	_	Mother	cause there 's no children around here	47
perception	existence	year	no	_	_	_	_	Mother	no the year before last	47
perception	possession	have	not	_	_	_	_	Mother	she has n't has n't recuperated yet	47
perception	existence	dog	no	_	_	_	_	Mother	no the dog I mean	47
perception	existence	I	no	_	_	_	_	Target_Child	no I not	47
perception	possession	do	not	_	_	_	_	Mother	we do n't have your rockin chair back	47
perception	existence	one	not	_	_	_	_	Mother	not one	47
perception	possession	do	not	_	_	_	_	Mother	we do n't have any bubble gum	47
perception	possession	do	not	_	_	_	_	Mother	we do n't have any gum	47
perception	possession	do	not	_	_	_	_	Mother	we do n't have anything	47
perception	possession	do	not	_	_	_	_	Mother	we do n't have anything	47
perception	possession	do	not	_	_	_	_	Mother	and we did n't have any	47
perception	existence	sir	no	_	_	_	_	Target_Child	no sir	47
perception	existence	tick	no	_	_	_	_	Target_Child	no tick tock	36
perception	existence	you	not	_	_	_	_	Target_Child	not you	36
perception	existence	you	not	_	_	_	_	Target_Child	not you	36
perception	existence	one	no	_	_	_	_	Child	there 's no one there	36
perception	possession	mine	no	_	_	_	_	Target_Child	oh no mine	36
perception	existence	one	no	_	_	_	_	Target_Child	no that one up here	48
perception	existence	way	not	_	_	_	_	Target_Child	not a good way	48
perception	existence	way	not	_	_	_	_	Mother	not a good way	48
perception	existence	me	no	_	_	_	_	Target_Child	no me	48
perception	existence	we	not	_	_	_	_	Mother	what other books do we not like here	32
perception	existence	one	not	_	_	_	_	Target_Child	now read this one and not this one	32
perception	existence	one	not	_	_	_	_	Target_Child	not this one	32
perception	existence	one	not	_	_	_	_	Target_Child	not this one	32
perception	existence	gerbil	no	_	_	_	_	Mother	no gerbil here	32
perception	existence	kid	no	_	_	_	_	Mother	no the ki	32
perception	existence	saddle	no	_	_	_	_	Mother	Harold rode with no saddle in a splendid exhibition of circus riding	32
perception	existence	trunk	no	_	_	_	_	Mother	this was no elephant's trunk	32
perception	existence	rice	no	_	_	_	_	Target_Child	I mean no more rice	50
perception	existence	rice	no	_	_	_	_	Target_Child	I mean no more rice	50
perception	existence	I	no	_	_	_	_	Target_Child	no I	50
perception	possession	do	not	_	_	_	_	Father	you did n't haf ta do it	50
perception	possession	can	not	_	_	_	_	Father	you ca n't have two hands up	50
perception	existence	way	no	_	_	_	_	Father	no way	50
perception	existence	Bob	not	_	_	_	_	Father	we told Bob not to do it	50
perception	existence	Luke	no	_	_	_	_	Mother	no not for Luke	18
perception	existence	you	no	_	_	_	_	Mother	no not for you	18
perception	existence	it	no	_	_	_	_	Mother	no i	18
perception	existence	shoe	no	_	_	_	_	Father	there s no shoe on Daddy's foot	17
perception	existence	miss	no	_	_	_	_	Mother	did we miss no we did n't alright	37
perception	existence	guy	no	_	_	_	_	Mother	no the little guy here	37
perception	existence	problem	no	_	_	_	_	Mother	no problem there	37
perception	possession	do	not	_	_	_	_	Mother	cause you do n't have school tomorrow because	37
perception	existence	school	no	_	_	_	_	Mother	you have school today and then you have four five days of no school for Thanksgiving vacation	37
perception	possession	do	not	_	_	_	_	Target_Child	I have snack but do n't have lunch snack then lunch	37
perception	existence	one	no	_	_	_	_	Mother	no this one is gon na be mine	37
perception	possession	do	not	_	_	_	_	Target_Child	then I was trapped and then I did n't have nothing to do	71
perception	existence	way	no	_	_	_	_	Target_Child	no way	71
perception	existence	way	no	_	_	_	_	Target_Child	no way	71
perception	existence	way	no	_	_	_	_	Target_Child	no way	56
perception	existence	soup	not	_	_	_	_	Target_Child	no not the eyeball soup again yuck	56
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have any	56
perception	existence	ticket	no	_	_	_	_	Target_Child	no more tickets	28
perception	existence	ticket	no	_	_	_	_	Target_Child	no more tickets	28
perception	existence	that	no	_	_	_	_	Target_Child	no that 's a girl	28
perception	existence	you	not	_	_	_	_	Mother	are you not building your traintracks so then you can go to Ewww's house on it	28
perception	existence	Harold	no	_	_	_	_	Target_Child	no Harold the	28
perception	possession	can	not	_	_	_	_	Mother	you ca n't have	28
perception	possession	do	not	_	_	_	_	Mother	Jeannine does n't have biscuits here	28
perception	possession	do	not	_	_	_	_	Mother	she does n't have biscuits	28
perception	possession	do	not	_	_	_	_	Mother	Jeannine does n't have biscuits	28
perception	existence	cookie	no	_	_	_	_	Mother	no cookie	26
perception	existence	one	no	_	_	_	_	Mother	no Olivia just one	14
perception	possession	do	not	_	_	_	_	Mother	we do n't have any apples right now sweetie pie	14
perception	possession	do	not	_	_	_	_	Mother	I do n't have any apples for you sorry	14
perception	possession	do	not	_	_	_	_	Mother	I do n't have any	14
perception	possession	do	not	_	_	_	_	Mother	the camera actually does n't have a nose is n't that funny	14
perception	existence	wipe	not	_	_	_	_	Mother	well let 's not wipe Manuela's nose with that cause she does n't have our germs	14
perception	possession	do	not	_	_	_	_	Mother	well let 's not wipe Manuela's nose with that cause she does n't have our germs	14
perception	existence	he	not	_	_	_	_	Mother	you tell him he 's a naughty man for climbing up on the ladder is n't he	25
perception	existence	Sue	no	_	_	_	_	Target_Child	no Sue	25
perception	existence	man	not	_	_	_	_	Mother	Daddy's a man is n't he	25
perception	existence	man	no	_	_	_	_	Target_Child	no men	25
perception	existence	none	not	_	_	_	_	Mother	not none	25
perception	existence	shoe	no	_	_	_	_	Target_Child	no shoes	25
perception	existence	no	not	_	_	_	_	Mother	she said no-no not at the steps	25
perception	existence	baby	not	_	_	_	_	Mother	Becky's a baby is n't she	25
perception	existence	it	not	_	_	_	_	Mother	we picked a coffee and a newspaper because your picture's in it is n't it	25
perception	existence	Thomas	no	_	_	_	_	Mother	no Thomas	25
perception	existence	truck	no	_	_	_	_	Mother	there 's no truck today though is there	25
perception	existence	Daisy	not	_	_	_	_	Mother	my Mummy's called Daisy is n't she	25
perception	existence	moon	no	_	_	_	_	Target_Child	no moon	25
perception	possession	can	not	_	_	_	_	Mother	you ca n't have all that	25
perception	possession	can	not	_	_	_	_	Mother	you ca n't have all that	25
perception	existence	music	no	_	_	_	_	Mother	no music	25
perception	existence	move	no	_	_	_	_	Mother	no move	25
perception	possession	do	not	_	_	_	_	Mother	well the cow do n't have a spot for em to ride	22
perception	possession	do	not	_	_	_	_	Mother	but we do n't have the barn	22
perception	possession	mine	no	_	_	_	_	Target_Child	no mine	22
perception	existence	that	no	_	_	_	_	Mother	no that goes right there	22
perception	possession	do	not	_	_	_	_	Mother	oh we do n't have the movie here do we	22
perception	existence	one	no	_	_	_	_	Mother	no this one	22
perception	existence	Joseph	no	_	_	_	_	Mother	no Joseph	22
perception	existence	you	not	_	_	_	_	Mother	you not gon na sing Santa Claus is comin to town	22
perception	existence	you	not	_	_	_	_	Target_Child	I told you not to go	57
perception	existence	dog	no	_	_	_	_	Target_Child	help help there 's no dog up here	57
perception	existence	star	not	_	_	_	_	Target_Child	now the moon is shining but the stars not out tonight	57
perception	existence	star	no	_	_	_	_	Target_Child	cause sometimes there 's no stars all night sometimes	57
perception	possession	do	not	_	_	_	_	Father	you do n't haf ta get too close to it you know	57
perception	possession	do	not	_	_	_	_	Target_Child	we did n't have one that 's why	57
perception	existence	it	not	_	_	_	_	Mother	I think it 's making it worse too is n't it	34
perception	possession	can	not	_	_	_	_	Mother	well you ca n't have them	34
perception	existence	you	not	_	_	_	_	Mother	I told you not to let it go did n't I	34
perception	existence	it	not	_	_	_	_	Mother	it 's falling to pieces is n't it	34
perception	possession	mine	not	_	_	_	_	Mother	are you sure it was n't Daddy's and not mine	34
perception	existence	it	not	_	_	_	_	Mother	and if you wobble it something's bound to fall down is n't it	34
perception	existence	use	no	_	_	_	_	Mother	oh well it 's no use stealing a steam train if you 're going to break it is it	34
perception	existence	way	no	_	_	_	_	Target_Child	there 's no way out_of prison	34
perception	existence	one	no	_	_	_	_	Target_Child	no the one that got away from the tv that would send me away	72
perception	existence	what	no	_	_	_	_	Target_Child	no oh well what if Manimal goes with Woody_Wodpecker	72
perception	possession	do	not	_	_	_	_	Father	make him go eat Mark instead of you you do n't have one boy you do n't have any boys say that	72
perception	possession	do	not	_	_	_	_	Father	make him go eat Mark instead of you you do n't have one boy you do n't have any boys say that	72
perception	possession	do	not	_	_	_	_	Target_Child	you do n't have one boy you do n't have any boys	72
perception	possession	do	not	_	_	_	_	Target_Child	you do n't have one boy you do n't have any boys	72
perception	existence	way	no	_	_	_	_	Target_Child	no way	72
perception	existence	daddy	no	_	_	_	_	Target_Child	no no no no daddy	72
perception	existence	daddy	no	_	_	_	_	Target_Child	no no no no daddy	72
perception	existence	Marky	no	_	_	_	_	Father	I want all the books downstairs no Marky bring that book back here	72
perception	existence	grape	no	_	_	_	_	Target_Child	no not the grapes the carts that they come in	72
perception	existence	one	no	_	_	_	_	Target_Child	no one that 's upstairs ones that 's downstairs	72
perception	existence	monkey	no	_	_	_	_	Target_Child	no monkey there	24
perception	existence	monkey	no	_	_	_	_	Target_Child	no monkey there	24
perception	existence	cow	not	_	_	_	_	Target_Child	not a cow	24
perception	possession	mine	no	_	_	_	_	Target_Child	a no mine	24
perception	existence	one	no	_	_	_	_	Target_Child	no this a this one a no this one	24
perception	existence	one	no	_	_	_	_	Target_Child	no this a this one a no this one	24
perception	existence	me	no	_	_	_	_	Target_Child	no me	24
perception	existence	more	no	_	_	_	_	Mother	no more	24
perception	existence	honey	no	_	_	_	_	Mother	no more honey you 'll spoil you dinner	24
perception	existence	honey	no	_	_	_	_	Mother	no more honey you 'll spoil you dinner	24
perception	existence	more	no	_	_	_	_	Target_Child	no more	24
perception	existence	man	no	_	_	_	_	Target_Child	no man a home man home	24
perception	existence	more	no	_	_	_	_	Target_Child	no more	24
perception	existence	what	no	_	_	_	_	Target_Child	that 's yours mine no what 's that there	24
perception	existence	push	no	_	_	_	_	Target_Child	no push no it where 's a book	24
perception	existence	pen	no	_	_	_	_	Target_Child	no pen	24
perception	existence	carriage	not	_	_	_	_	Target_Child	not my carriage	48
perception	existence	battery	no	_	_	_	_	Mother	no battery	48
perception	possession	do	not	_	_	_	_	Mother	if it did n't have screws here	48
perception	existence	you	not	_	_	_	_	Mother	well I told ya not to write on her	48
perception	existence	it	not	_	_	_	_	Mother	that was really frightening was n't it	32
perception	existence	minnow	no	_	_	_	_	Target_Child	no minnows	32
perception	existence	why	no	_	_	_	_	Target_Child	no thank_you why	32
perception	existence	turn	no	_	_	_	_	Mother	no turn it down	23
perception	existence	there	not	_	_	_	_	Target_Child	not in there	23
perception	existence	blue	no	_	_	_	_	Mother	no blue	23
perception	existence	red	no	_	_	_	_	Mother	no that one's red	23
perception	existence	eye	no	_	_	_	_	Mother	no the eyes stay on there	23
perception	possession	can	not	_	_	_	_	Mother	there you ca n't have him goin sideways	23
perception	existence	that	no	_	_	_	_	Mother	no that 's a chicken	23
perception	existence	motor	no	_	_	_	_	Mother	no still a motor	23
perception	existence	more	no	_	_	_	_	Target_Child	no more	35
perception	existence	pirate	no	_	_	_	_	Target_Child	no more pirates	35
perception	existence	pirate	no	_	_	_	_	Target_Child	no more pirates	35
perception	existence	bake	no	_	_	_	_	Target_Child	no baker	35
perception	existence	it	no	_	_	_	_	Mother	no it did n't	40
perception	existence	one	no	_	_	_	_	Target_Child	no one is	40
perception	existence	poppa	not	_	_	_	_	Target_Child	you are my dad not my poppa	40
perception	existence	cold	no	_	_	_	_	Target_Child	no just half minute cold and half minute warm	40
perception	existence	morning	no	_	_	_	_	Mother	no tomorrow morning	40
perception	possession	can	not	_	_	_	_	Mother	you ca n't have washed it	25
perception	possession	should	not	_	_	_	_	Mother	perhaps I should n't have reminded you	25
perception	existence	sweetheart	no	_	_	_	_	Mother	no sweetheart	25
perception	possession	will	not	_	_	_	_	Mother	next week we will n't have any sofas to sit on will we	25
perception	existence	fit	no	_	_	_	_	Target_Child	no fit on	25
perception	existence	slipper	no	_	_	_	_	Target_Child	no slippers	25
perception	existence	cake	no	_	_	_	_	Target_Child	no cake	25
perception	existence	cake	no	_	_	_	_	Target_Child	no cake there	25
perception	possession	do	not	_	_	_	_	Mother	I do n't haf ta	24
perception	existence	I	not	_	_	_	_	Target_Child	I not Jonathan	24
perception	existence	car	not	_	_	_	_	Target_Child	your car not stalling	24
perception	existence	Christmas	not	_	_	_	_	Target_Child	not this Christmas but the Christmas before this Christmas	60
perception	existence	house	no	_	_	_	_	Target_Child	no but at my friend's house	60
perception	existence	cat	no	_	_	_	_	Target_Child	no the grey cat	60
perception	existence	thing	no	_	_	_	_	Mother	no things in that box	62
perception	possession	do	not	_	_	_	_	Target_Child	he does n't have	62
perception	existence	way	no	_	_	_	_	Target_Child	oh no way	62
perception	existence	way	no	_	_	_	_	Mother	no the other way	62
perception	existence	way	no	_	_	_	_	Target_Child	no the other way	62
perception	existence	egg	no	_	_	_	_	Target_Child	there 's no eggs in it	62
perception	possession	do	not	_	_	_	_	Mother	well we do n't have anything to drink it with anyway	62
perception	existence	need	no	_	_	_	_	Target_Child	no need that	31
perception	existence	banana	no	_	_	_	_	Mother	no banana	31
perception	existence	marmalade	not	_	_	_	_	Mother	not marmalade	31
perception	existence	Marmite	no	_	_	_	_	Target_Child	no Marmite	31
perception	existence	wash	no	_	_	_	_	Target_Child	no wash it	31
perception	existence	you	not	_	_	_	_	Mother	are you not feeling a hungry boy	31
perception	existence	lunch	no	_	_	_	_	Target_Child	no lunch	31
perception	existence	lunch	no	_	_	_	_	Mother	no lunch	31
perception	existence	it	not	_	_	_	_	Mother	not it 's not marmalade	31
perception	possession	be	not	_	_	_	_	Mother	you 're not having a piece of red peel until you say that	31
perception	existence	pip	no	_	_	_	_	Target_Child	no see a pips	31
perception	existence	red	no	_	_	_	_	Target_Child	no red	31
perception	existence	it	not	_	_	_	_	Mother	is it not nice the peel	31
perception	existence	it	not	_	_	_	_	Mother	but it 's a little bit tough I think at your age is n't it	31
perception	existence	you	not	_	_	_	_	Mother	and you were pretending that you were cooking a lot of sausages on trays were n't you	31
perception	existence	sweetshop	not	_	_	_	_	Target_Child	not a sweetshop	31
perception	existence	apple	not	_	_	_	_	Target_Child	not apples	31
perception	existence	it	not	_	_	_	_	Mother	the petrol shop's called the garage is n't it	31
perception	existence	Purdie	not	_	_	_	_	Mother	are you telling Purdie not to worry	31
perception	existence	stamp	no	_	_	_	_	Target_Child	no stamps	31
perception	existence	Thomas	no	_	_	_	_	Mother	oh no Thomas	31
perception	existence	it	not	_	_	_	_	Mother	I think Purdie's a bit fed up because she wants to go outside and it 's raining is n't it	31
perception	existence	cup	not	_	_	_	_	Mother	not the cup	31
perception	existence	talk	no	_	_	_	_	Mother	no he does n't talk	25
perception	existence	bite	no	_	_	_	_	Target_Child	no he does n't bite	25
perception	existence	toy	no	_	_	_	_	Target_Child	nothing around these no toys to play with	48
perception	possession	do	not	_	_	_	_	Father	what if you did n't have a ceiling	51
perception	existence	ceiling	no	_	_	_	_	Father	no the ceiling would fall down	51
perception	existence	dad	no	_	_	_	_	Target_Child	no my dad	51
perception	existence	dad	no	_	_	_	_	Target_Child	no my dad	51
perception	existence	building	no	_	_	_	_	Father	no big buildings	51
perception	existence	forehead	no	_	_	_	_	Mother	no your forehead is n't hot	51
perception	existence	mason	no	_	_	_	_	Target_Child	no a Jason mason a foundation	33
perception	existence	mommy	no	_	_	_	_	Target_Child	no no no my mommy there	33
perception	existence	mommy	no	_	_	_	_	Target_Child	no no no my mommy there	33
perception	existence	binbag	no	_	_	_	_	Mother	there 's no binbag lorry	30
perception	existence	finger	no	_	_	_	_	Target_Child	no fingers	30
perception	existence	finger	no	_	_	_	_	Mother	no fingers	30
perception	existence	Purdie	not	_	_	_	_	Mother	not my Purdie	30
perception	existence	you	not	_	_	_	_	Mother	a few moments ago I asked you not to whisper and now you 're shouting	30
perception	existence	lesson	no	_	_	_	_	Mother	there as been no music lesson this morning	30
perception	existence	it	not	_	_	_	_	Mother	it 's annoying the alarm is n't it	30
perception	existence	drive	no	_	_	_	_	Target_Child	no driver	30
perception	existence	drive	no	_	_	_	_	Mother	no driver	30
perception	existence	baby	not	_	_	_	_	Target_Child	baby not inside the box	30
perception	existence	why	not	_	_	_	_	Mother	oh why not Thomas	30
perception	existence	bee	no	_	_	_	_	Target_Child	no bee there	30
perception	possession	will	not	_	_	_	_	Mother	you would n't have been sorry	30
perception	possession	will	not	_	_	_	_	Mother	well I would have been very sorry because I do n't think that 's nice and Purdie would n't have thought that was very nice	30
perception	existence	reach	no	_	_	_	_	Target_Child	no reach it	30
perception	existence	it	not	_	_	_	_	Mother	is it not going anywhere	30
perception	existence	Paul	no	_	_	_	_	Target_Child	no Paul	30
perception	existence	Paul	no	_	_	_	_	Mother	no Paul	30
perception	existence	Paul	no	_	_	_	_	Mother	no Paul	30
perception	existence	bridge	no	_	_	_	_	Target_Child	no bridge	30
perception	existence	police	no	_	_	_	_	Target_Child	no police car	30
perception	existence	coathanger	no	_	_	_	_	Target_Child	no coathanger	30
perception	existence	reason	no	_	_	_	_	Mother	I 'll have a cup of tea because you 're just getting terribly upset for no reason	30
perception	existence	Honey	no	_	_	_	_	Mother	no Honey	30
perception	existence	robot	not	_	_	_	_	Target_Child	my robot not gone	30
